ModeIndex,Multiplicity,RealPart,ImagPart,FrequencyHz,Damping,IsElectromechanical,DominantStateVariables,PhiParticipation,SpeedParticipation,PhiSpeedParticipation,OtherMachineStateParticipation,TotalMachineParticipation,PhiSpeedRatio,ParticipatingGenerators,MainGenerators,SecondGeneratorRatioToTop,AllParticipatingGenerators,ParticipatingAreas,MainGeneratorAreas,TopGenerator,TopGeneratorParticipation,PrimaryGeneratorThresholdRatio
164,1,-78.66492408513515,-37.83154973738028,6.021078145530966,-78.66492408513515,False,psi1q; psi1d,0.0005190994847380792,0.0006300783236584565,0.0011491778083965358,0.17156458300562916,0.1727137608140257,0.00665365517478335,g7; g2; g6; g10; g8,g7; g2; g6; g10; g8,,g7; g2; g6; g10; g8; g9; g1,area_3; area_2; area_1,area_3; area_2; area_1,g7,0.0804965904227876,0.1
165,1,-84.6434563850534,0.0,0.0,-84.6434563850534,False,psi1q; psi1d,2.1474454478532415e-06,3.051120175583037e-06,5.198565623436279e-06,0.0012004164958780625,0.0012056150615014987,0.00431196141242784,g7,g7; g10,0.009565503979798969,g7; g10; g8; g6; g9; g2; g1,area_3,area_3; area_1,g7,0.0011737921340633,0.1
166,1,-94.16229234144696,0.0,0.0,-94.16229234144696,False,psi1q; psi1d,7.346076205529298e-05,1.0930381958251196e-05,8.439114401354417e-05,0.020090741378549815,0.02017513252256336,0.004182928856559591,g2,g2; g7,0.040168161693863315,g2; g7; g1; g10; g8; g9; g6,area_2,area_2; area_3,g2,0.01860461892730641,0.1
167,1,-99.99999999999454,0.0,0.0,-99.99999999999454,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
168,1,-99.99999999999454,0.0,0.0,-99.99999999999454,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
169,1,-99.99999999999454,0.0,0.0,-99.99999999999454,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
170,1,-132.06361691420662,0.0,0.0,-132.06361691420662,False,psi1q; psi1d,8.12986017553822e-05,3.0487654063952736e-05,0.00011178625581933493,0.017762965056628825,0.01787475131244816,0.0062538635567749605,g2,g2; g7,0.06071821754034407,g2; g7; g10; g1; g6; g8; g9,area_2,area_2; area_3,g2,0.015022680768844686,0.1
171,1,-135.64633367772518,0.0,0.0,-135.64633367772518,False,psi1q; psi1d,0.00014624865426164483,0.0002728113959686182,0.00041906005023026305,0.03159917718532707,0.032018237235557336,0.013088167444923629,g2,g2; g10,0.09653261017439947,g2; g10; g7; g6; g8; g1; g9,area_2,area_2; area_1,g2,0.02499846027062419,0.1
172,1,-188.11753076745862,0.0,0.0,-188.11753076745862,False,psi1d; psi1q,5.4315773444143134e-05,5.532306295045304e-05,0.00010963883639459617,0.0017324847852671465,0.0018421236216617427,0.059517632315953466,g2; g10; g1,g2; g10; g1,,g2; g10; g1; g7; g8; g9; g6,area_2; area_1,area_2; area_1,g2,0.0009266286380329321,0.1
173,1,-200.97162641845304,0.0,0.0,-200.97162641845304,False,psi1q; speed,1.6372985610957013e-06,3.725141295733515e-06,5.362439856829217e-06,0.0003228071849929735,0.0003281696248498027,0.016340451555452485,g7; g6,g7; g6,,g7; g6; g10; g8; g2; g9; g1,area_3,area_3,g7,0.00022439262731507555,0.1
174,1,-251.6265049096146,0.0,0.0,-251.6265049096146,False,psi1q; psi1d,8.280680786330929e-07,9.558523895570616e-07,1.7839204681901543e-06,5.218661346942155e-05,5.39705339376117e-05,0.03305360051194439,g10; g6; g7; g9; g8,g10; g6; g7; g9; g8,,g10; g6; g7; g9; g8; g1; g2,area_1; area_3,area_1; area_3,g10,1.65551292408993e-05,0.1
